task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
83	04/bd5836	30927	run_searchgui_search (6)	COMPLETED	0	2020-05-03 06:51:11.484	2m 19s	2m 17s	110.3%	936.6 MB	6.3 GB	1.5 GB	96.1 MB
95	2b/eff2a9	36585	run_searchgui_search (18)	COMPLETED	0	2020-05-03 06:51:23.760	2m 13s	2m 11s	109.6%	881.2 MB	5.6 GB	1.4 GB	96.8 MB
90	d1/8920dd	37005	run_searchgui_search (13)	COMPLETED	0	2020-05-03 06:51:24.604	2m 20s	2m 18s	108.6%	936.4 MB	6.4 GB	1.5 GB	95.3 MB
97	34/13d5db	39704	run_searchgui_search (20)	COMPLETED	0	2020-05-03 06:51:29.709	2m 21s	2m 20s	107.4%	950.7 MB	6.5 GB	1.5 GB	95.5 MB
79	d7/bdf98e	5837	run_searchgui_search (2)	COMPLETED	0	2020-05-03 06:51:48.503	2m 11s	2m 10s	106.9%	859.5 MB	5.7 GB	1.4 GB	92.3 MB
84	a0/7abd2c	11287	run_searchgui_search (7)	COMPLETED	0	2020-05-03 06:52:00.275	2m 6s	2m 4s	107.0%	865 MB	5.9 GB	1.4 GB	90.1 MB
98	39/74b0a4	10737	run_searchgui_search (21)	COMPLETED	0	2020-05-03 06:51:59.216	2m 12s	2m 11s	107.4%	873.3 MB	5.6 GB	1.4 GB	95.6 MB
96	91/6753d1	16854	run_searchgui_search (19)	COMPLETED	0	2020-05-03 06:52:10.452	2m 9s	2m 7s	103.9%	906 MB	6.3 GB	1.4 GB	95.5 MB
80	56/67eb9b	18725	run_searchgui_search (3)	COMPLETED	0	2020-05-03 06:52:12.404	2m 11s	2m 9s	103.8%	882.4 MB	5.5 GB	1.4 GB	96 MB
93	ac/6ee51b	21760	run_searchgui_search (16)	COMPLETED	0	2020-05-03 06:52:17.482	2m 16s	2m 15s	105.2%	918 MB	5.6 GB	1.5 GB	96.5 MB
102	ff/f1bf99	30108	run_searchgui_search (25)	COMPLETED	0	2020-05-03 06:52:33.674	4m 55s	4m 53s	48.2%	865.7 MB	5.8 GB	1.4 GB	93.6 MB
92	08/d6bc43	33977	run_searchgui_search (15)	COMPLETED	0	2020-05-03 06:52:40.734	5m 21s	5m 19s	44.6%	848.4 MB	5.6 GB	1.4 GB	93.2 MB
115	89/283eda	44586	run_peptideshaker (5)	COMPLETED	0	2020-05-03 06:54:11.636	3m 57s	3m 56s	80.2%	3.1 GB	15.4 GB	1.8 GB	741.9 MB
111	08/7ec073	30940	run_peptideshaker (1)	COMPLETED	0	2020-05-03 06:53:44.536	4m 27s	4m 25s	73.8%	2.7 GB	15 GB	1.9 GB	790.3 MB
113	24/355884	38392	run_peptideshaker (3)	COMPLETED	0	2020-05-03 06:53:59.601	4m 12s	4m 10s	80.8%	3.1 GB	14.9 GB	1.9 GB	788.7 MB
112	4a/b52776	34119	run_peptideshaker (2)	COMPLETED	0	2020-05-03 06:53:51.194	4m 23s	4m 21s	81.9%	2.7 GB	15.6 GB	1.9 GB	814.4 MB
89	f6/9b2152	42074	run_searchgui_search (12)	COMPLETED	0	2020-05-03 06:52:52.628	5m 22s	5m 20s	44.6%	878.4 MB	6.1 GB	1.4 GB	93.4 MB
114	96/c3172e	41710	run_peptideshaker (4)	COMPLETED	0	2020-05-03 06:54:06.250	4m 9s	4m 7s	80.3%	3.4 GB	15.5 GB	1.9 GB	796 MB
116	cb/255566	6062	run_peptideshaker (6)	COMPLETED	0	2020-05-03 06:54:19.369	4m 5s	4m 3s	82.9%	4 GB	15.4 GB	1.9 GB	806.8 MB
94	b9/a00807	38101	run_searchgui_search (17)	COMPLETED	0	2020-05-03 06:52:46.908	5m 41s	5m 39s	44.3%	893.7 MB	5.6 GB	1.5 GB	96.3 MB
85	5e/b27861	7601	run_searchgui_search (8)	COMPLETED	0	2020-05-03 06:53:05.422	5m 23s	5m 22s	45.1%	893.8 MB	6.5 GB	1.4 GB	92.7 MB
118	35/76460e	12959	run_peptideshaker (8)	COMPLETED	0	2020-05-03 06:54:33.830	3m 56s	3m 54s	86.7%	3.7 GB	14.9 GB	1.9 GB	793.7 MB
117	1d/42d2a6	7852	run_peptideshaker (7)	COMPLETED	0	2020-05-03 06:54:23.305	4m 7s	4m 6s	85.5%	3 GB	15.2 GB	1.9 GB	817.1 MB
104	b6/5b056a	33781	run_searchgui_search (27)	COMPLETED	0	2020-05-03 06:52:40.444	5m 53s	5m 51s	45.3%	866.2 MB	5.7 GB	1.5 GB	95.7 MB
86	ef/319c36	44068	run_searchgui_search (9)	COMPLETED	0	2020-05-03 06:52:55.671	5m 39s	5m 37s	44.7%	848.8 MB	5.7 GB	1.4 GB	94.9 MB
103	2c/d5cdcd	9067	run_searchgui_search (26)	COMPLETED	0	2020-05-03 06:53:07.919	5m 28s	5m 26s	47.1%	882 MB	5.8 GB	1.4 GB	90.2 MB
88	5f/d31ed1	11020	run_searchgui_search (11)	COMPLETED	0	2020-05-03 06:53:10.926	5m 32s	5m 30s	48.2%	933.2 MB	5.9 GB	1.5 GB	95.8 MB
119	33/687fe2	36777	run_peptideshaker (9)	COMPLETED	0	2020-05-03 06:57:28.575	2m 11s	2m 9s	167.0%	3.4 GB	15.2 GB	1.9 GB	819.2 MB
132	c8/ea2c0e	27582	get_peptideshaker_mzid (1)	COMPLETED	0	2020-05-03 06:58:30.630	1m 9s	1m 6s	169.3%	742.6 MB	5.7 GB	3 GB	207.1 MB
131	d5/d940ba	29643	get_peptideshaker_tsv (1)	COMPLETED	0	2020-05-03 06:58:33.293	1m 11s	1m 9s	228.3%	1.4 GB	6.1 GB	6.2 GB	159.1 MB
133	e0/bdd103	30923	get_peptideshaker_mzid (2)	COMPLETED	0	2020-05-03 06:58:34.917	1m 14s	1m 12s	172.8%	843.6 MB	5.7 GB	3.3 GB	231.2 MB
134	e3/eb9224	31751	get_peptideshaker_tsv (2)	COMPLETED	0	2020-05-03 06:58:35.875	1m 25s	1m 23s	262.4%	1.4 GB	6.3 GB	6.9 GB	179.4 MB
135	a9/9375bb	37376	get_peptideshaker_tsv (3)	COMPLETED	0	2020-05-03 06:58:42.981	1m 23s	1m 21s	252.3%	1.4 GB	6.1 GB	6.8 GB	180.2 MB
109	2f/ef1862	23749	convert_mzml_mzdb (26)	COMPLETED	0	2020-05-03 06:53:30.389	6m 54s	6m 52s	39.5%	574.6 MB	201.4 GB	2.7 GB	857 MB
107	7f/3385a8	18948	convert_mzml_mzdb (24)	COMPLETED	0	2020-05-03 06:53:22.543	7m 21s	7m 19s	39.1%	577.8 MB	201.4 GB	2.8 GB	875.2 MB
136	1d/a06c16	16835	get_peptideshaker_mzid (3)	COMPLETED	0	2020-05-03 06:59:39.604	1m 14s	1m 11s	144.9%	851.6 MB	5.7 GB	3.2 GB	231.7 MB
108	1f/c23780	21285	convert_mzml_mzdb (25)	COMPLETED	0	2020-05-03 06:53:26.495	7m 40s	7m 38s	36.1%	577.8 MB	201.4 GB	2.8 GB	877.4 MB
110	b6/f1a393	27093	convert_mzml_mzdb (27)	COMPLETED	0	2020-05-03 06:53:36.999	8m 3s	8m 2s	36.5%	593.3 MB	201.5 GB	2.9 GB	901.7 MB
106	90/7b5d82	17361	convert_mzml_mzdb (23)	COMPLETED	0	2020-05-03 06:53:19.858	8m 26s	8m 25s	34.5%	589.4 MB	201.5 GB	2.9 GB	900.2 MB
105	85/498204	11630	convert_mzml_mzdb (22)	COMPLETED	0	2020-05-03 06:53:11.765	8m 57s	8m 55s	33.9%	598.3 MB	201.5 GB	2.9 GB	923.3 MB
140	35/4443f0	30607	get_peptideshaker_tsv (5)	COMPLETED	0	2020-05-03 07:00:05.636	3m 1s	2m 59s	103.0%	1.2 GB	6.1 GB	6.9 GB	181.7 MB
142	37/68b7bb	45901	get_peptideshaker_tsv (6)	COMPLETED	0	2020-05-03 07:00:43.143	2m 31s	2m 29s	132.5%	1.2 GB	5.9 GB	7.1 GB	173.2 MB
141	e8/67d591	28199	get_peptideshaker_mzid (5)	COMPLETED	0	2020-05-03 07:00:00.860	3m 17s	3m 15s	52.0%	782 MB	5.7 GB	3.4 GB	233.8 MB
143	25/79796b	38175	get_peptideshaker_mzid (6)	COMPLETED	0	2020-05-03 07:00:24.016	2m 58s	2m 56s	58.0%	785.2 MB	5.7 GB	3.3 GB	226.1 MB
138	7f/ce1888	19139	get_peptideshaker_tsv (4)	COMPLETED	0	2020-05-03 06:59:44.267	4m	3m 58s	87.5%	1.2 GB	6.2 GB	7.1 GB	192.2 MB
137	33/b65394	16923	get_peptideshaker_mzid (4)	COMPLETED	0	2020-05-03 06:59:39.882	4m 13s	4m 10s	44.3%	794.6 MB	5.6 GB	3.5 GB	244.9 MB
149	61/f414ca	40284	get_peptideshaker_tsv (8)	COMPLETED	0	2020-05-03 07:02:08.879	2m 14s	2m 13s	167.8%	1.3 GB	5.9 GB	7.2 GB	177.4 MB
148	68/983757	21208	get_peptideshaker_mzid (8)	COMPLETED	0	2020-05-03 07:03:06.726	1m 27s	1m 25s	120.5%	808.7 MB	5.7 GB	3.4 GB	230.6 MB
156	ea/15e00f	19513	set_proline_exp_design (1)	COMPLETED	0	2020-05-03 07:04:33.335	1.5s	50ms	44.9%	3.3 MB	5.8 MB	54 KB	1.1 KB
146	eb/ad5bd5	30123	get_peptideshaker_tsv (7)	COMPLETED	0	2020-05-03 07:01:46.103	3m 20s	3m 19s	85.3%	1.3 GB	5.9 GB	6.9 GB	179.2 MB
147	b1/ed612f	27321	get_peptideshaker_mzid (7)	COMPLETED	0	2020-05-03 07:01:40.071	3m 36s	3m 34s	49.1%	788.6 MB	5.7 GB	3.3 GB	231 MB
124	ce/823cd8	15312	run_peptideshaker (14)	COMPLETED	0	2020-05-03 06:58:13.728	7m 33s	7m 31s	49.0%	4.2 GB	14.6 GB	1.8 GB	753.2 MB
154	60/4c4846	14565	get_peptideshaker_tsv (9)	COMPLETED	0	2020-05-03 07:04:23.115	1m 39s	1m 38s	175.8%	1.3 GB	6 GB	7.2 GB	179.5 MB
155	65/b0013c	44058	get_peptideshaker_mzid (9)	COMPLETED	0	2020-05-03 07:03:52.905	2m 18s	2m 16s	71.0%	772.2 MB	5.7 GB	3.5 GB	232.8 MB
123	b3/0d26d0	13288	run_peptideshaker (13)	COMPLETED	0	2020-05-03 06:58:11.171	8m 11s	8m 9s	50.5%	3.5 GB	14.6 GB	1.9 GB	788.5 MB
122	40/c0aad9	13083	run_peptideshaker (12)	COMPLETED	0	2020-05-03 06:58:11.101	8m 13s	8m 11s	49.2%	4.3 GB	15 GB	2 GB	822.9 MB
