task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
63	f3/6bcc12	9901	create_searchgui_paramfile (1)	COMPLETED	0	2020-05-02 22:59:33.470	6.2s	4.4s	155.8%	123.1 MB	4.2 GB	24.2 MB	380.1 KB
64	33/b11938	10464	convert_mzml_mzdb (8)	COMPLETED	0	2020-05-02 22:59:39.689	2m 55s	2m 54s	98.8%	588.1 MB	33.8 GB	2.9 GB	897.5 MB
65	12/a4fd26	13048	convert_mzml_mzdb (9)	COMPLETED	0	2020-05-02 23:02:35.105	2m 57s	2m 55s	98.6%	592.9 MB	33.8 GB	2.9 GB	906.3 MB
66	0f/08d363	15595	convert_mzml_mzdb (10)	COMPLETED	0	2020-05-02 23:05:31.942	2m 44s	2m 42s	98.8%	679.4 MB	33.8 GB	2.8 GB	883 MB
67	b6/28d282	17979	convert_mzml_mzdb (11)	COMPLETED	0	2020-05-02 23:08:16.096	2m 48s	2m 47s	98.8%	580.9 MB	33.8 GB	2.8 GB	879.6 MB
68	d8/b194e4	20429	convert_mzml_mzdb (12)	COMPLETED	0	2020-05-02 23:11:04.579	2m 44s	2m 42s	98.5%	579.8 MB	33.8 GB	2.8 GB	883.7 MB
69	3b/fc14f8	22814	convert_mzml_mzdb (13)	COMPLETED	0	2020-05-02 23:13:48.813	2m 43s	2m 41s	98.6%	576.7 MB	33.8 GB	2.8 GB	872 MB
70	ee/dfc0c0	25203	convert_mzml_mzdb (14)	COMPLETED	0	2020-05-02 23:16:32.044	2m 41s	2m 39s	98.3%	577.3 MB	33.8 GB	2.8 GB	868.5 MB
71	d2/50086c	27627	convert_mzml_mzdb (15)	COMPLETED	0	2020-05-02 23:19:12.965	2m 42s	2m 41s	99.0%	577.9 MB	33.8 GB	2.8 GB	877.4 MB
72	14/bb7594	30020	convert_mzml_mzdb (16)	COMPLETED	0	2020-05-02 23:21:55.293	2m 58s	2m 56s	98.4%	597.5 MB	33.9 GB	2.9 GB	918.4 MB
73	0e/f98cc7	32562	convert_mzml_mzdb (17)	COMPLETED	0	2020-05-02 23:24:53.294	3m 7s	3m 5s	98.7%	597.9 MB	33.9 GB	2.9 GB	923.3 MB
74	f5/700e4b	2810	convert_mzml_mzdb (18)	COMPLETED	0	2020-05-02 23:28:00.118	2m 57s	2m 56s	98.5%	598.9 MB	33.9 GB	2.9 GB	914.7 MB
75	8a/3819ce	5368	convert_mzml_mzdb (19)	COMPLETED	0	2020-05-02 23:30:57.553	2m 46s	2m 44s	99.4%	581.4 MB	33.8 GB	2.8 GB	879.5 MB
76	4f/afad3e	7808	convert_mzml_mzdb (20)	COMPLETED	0	2020-05-02 23:33:43.178	2m 50s	2m 48s	98.8%	581.2 MB	33.8 GB	2.8 GB	881.4 MB
77	4c/3c012f	10249	convert_mzml_mzdb (21)	COMPLETED	0	2020-05-02 23:36:33.433	2m 47s	2m 45s	98.6%	582.3 MB	33.8 GB	2.8 GB	884.7 MB
78	00/295c46	12714	convert_mzml_mzdb (22)	COMPLETED	0	2020-05-02 23:39:20.576	2m 48s	2m 46s	98.7%	580.1 MB	33.8 GB	2.8 GB	889.7 MB
79	04/d1b95b	15153	convert_mzml_mzdb (23)	COMPLETED	0	2020-05-02 23:42:08.632	2m 46s	2m 44s	98.4%	579.6 MB	33.8 GB	2.8 GB	890.4 MB
80	72/6a5905	17590	convert_mzml_mzdb (24)	COMPLETED	0	2020-05-02 23:44:54.530	2m 50s	2m 48s	98.5%	576.3 MB	33.8 GB	2.8 GB	881.4 MB
81	c5/daf715	20045	convert_mzml_mzdb (25)	COMPLETED	0	2020-05-02 23:47:44.718	2m 40s	2m 38s	98.6%	574.5 MB	33.8 GB	2.7 GB	861.2 MB
82	f5/a41e0f	22374	convert_mzml_mzdb (26)	COMPLETED	0	2020-05-02 23:50:24.356	2m 40s	2m 38s	98.7%	574.5 MB	33.8 GB	2.7 GB	851.8 MB
83	45/6f01df	24758	convert_mzml_mzdb (27)	COMPLETED	0	2020-05-02 23:53:04.644	2m 43s	2m 41s	98.7%	575.3 MB	33.8 GB	2.7 GB	857 MB
87	4e/971fc6	27181	run_searchgui_search (4)	COMPLETED	0	2020-05-02 23:55:47.577	2m 43s	2m 41s	103.7%	845.9 MB	4.9 GB	1.5 GB	97.5 MB
90	1c/849aff	31276	run_searchgui_search (7)	COMPLETED	0	2020-05-02 23:58:30.236	2m 44s	2m 43s	105.0%	869.5 MB	4.9 GB	1.5 GB	97.9 MB
91	77/74c205	2977	run_searchgui_search (8)	COMPLETED	0	2020-05-03 00:01:14.743	2m 31s	2m 29s	105.2%	833.7 MB	5.1 GB	1.4 GB	93.4 MB
84	5d/07319d	6802	run_searchgui_search (1)	COMPLETED	0	2020-05-03 00:03:45.503	2m 46s	2m 44s	104.3%	850.4 MB	4.9 GB	1.5 GB	97.9 MB
88	90/a4fc54	10916	run_searchgui_search (5)	COMPLETED	0	2020-05-03 00:06:31.216	2m 34s	2m 32s	103.6%	830.3 MB	4.9 GB	1.4 GB	93.7 MB
86	15/6b8bd4	14849	run_searchgui_search (3)	COMPLETED	0	2020-05-03 00:09:05.128	2m 36s	2m 34s	103.4%	815.8 MB	4.9 GB	1.4 GB	93.4 MB
89	b7/ded521	18813	run_searchgui_search (6)	COMPLETED	0	2020-05-03 00:11:41.135	2m 42s	2m 40s	104.8%	854.2 MB	4.9 GB	1.5 GB	98.5 MB
96	e6/02bb94	22829	run_searchgui_search (13)	COMPLETED	0	2020-05-03 00:14:23.301	2m 35s	2m 33s	104.7%	837.7 MB	5 GB	1.4 GB	94.3 MB
85	ab/51b68c	26792	run_searchgui_search (2)	COMPLETED	0	2020-05-03 00:16:58.621	2m 44s	2m 43s	104.4%	841.4 MB	4.9 GB	1.5 GB	97.1 MB
92	5f/17d58f	30898	run_searchgui_search (9)	COMPLETED	0	2020-05-03 00:19:42.987	2m 42s	2m 40s	105.0%	909.1 MB	5.1 GB	1.5 GB	97.5 MB
93	16/697deb	2527	run_searchgui_search (10)	COMPLETED	0	2020-05-03 00:22:25.227	2m 34s	2m 32s	104.4%	822.3 MB	5 GB	1.4 GB	96.5 MB
94	a3/98b69c	6436	run_searchgui_search (11)	COMPLETED	0	2020-05-03 00:24:58.830	2m 42s	2m 40s	104.8%	846.1 MB	4.9 GB	1.4 GB	97.2 MB
97	33/c0c0aa	10466	run_searchgui_search (14)	COMPLETED	0	2020-05-03 00:27:40.951	2m 36s	2m 34s	104.9%	840.3 MB	4.9 GB	1.4 GB	94 MB
98	a8/a5ce55	14421	run_searchgui_search (15)	COMPLETED	0	2020-05-03 00:30:16.696	2m 38s	2m 36s	104.1%	821.7 MB	4.9 GB	1.4 GB	94.8 MB
95	52/a72b1f	18458	run_searchgui_search (12)	COMPLETED	0	2020-05-03 00:32:54.927	2m 33s	2m 31s	105.0%	851.2 MB	4.9 GB	1.4 GB	96.3 MB
104	2f/18ff25	22349	run_searchgui_search (21)	COMPLETED	0	2020-05-03 00:35:27.634	2m 46s	2m 44s	104.4%	837.4 MB	5 GB	1.4 GB	96.8 MB
100	53/e87c8f	26529	run_searchgui_search (17)	COMPLETED	0	2020-05-03 00:38:13.784	2m 45s	2m 43s	104.8%	877.8 MB	4.9 GB	1.5 GB	96.9 MB
99	72/7bfb02	30653	run_searchgui_search (16)	COMPLETED	0	2020-05-03 00:40:58.914	2m 41s	2m 39s	104.8%	855.4 MB	4.9 GB	1.5 GB	96.7 MB
101	f5/6ccbbf	2249	run_searchgui_search (18)	COMPLETED	0	2020-05-03 00:43:40.188	2m 41s	2m 40s	104.5%	845.9 MB	4.9 GB	1.5 GB	97.5 MB
102	c3/d882d8	6261	run_searchgui_search (19)	COMPLETED	0	2020-05-03 00:46:21.596	2m 37s	2m 35s	104.6%	856.8 MB	4.9 GB	1.4 GB	96.9 MB
103	5c/6bc4d3	10192	run_searchgui_search (20)	COMPLETED	0	2020-05-03 00:48:58.758	2m 41s	2m 39s	104.3%	874.1 MB	5.1 GB	1.4 GB	97.4 MB
105	e9/dc526e	14267	run_searchgui_search (22)	COMPLETED	0	2020-05-03 00:51:39.765	2m 43s	2m 41s	104.3%	821.4 MB	4.9 GB	1.4 GB	95.8 MB
106	8e/aaadd7	18418	run_searchgui_search (23)	COMPLETED	0	2020-05-03 00:54:22.455	2m 35s	2m 33s	104.9%	830.2 MB	4.9 GB	1.4 GB	96.2 MB
107	8a/ea73da	22350	run_searchgui_search (24)	COMPLETED	0	2020-05-03 00:56:57.196	2m 29s	2m 27s	105.5%	862.2 MB	5.2 GB	1.4 GB	94.6 MB
108	4c/33ce92	26235	run_searchgui_search (25)	COMPLETED	0	2020-05-03 00:59:26.076	2m 30s	2m 28s	104.5%	815.3 MB	4.9 GB	1.4 GB	90.7 MB
109	82/ac3fe9	30069	run_searchgui_search (26)	COMPLETED	0	2020-05-03 01:01:55.884	2m 29s	2m 27s	104.9%	808 MB	5.1 GB	1.4 GB	91.3 MB
110	af/af9c96	1484	run_searchgui_search (27)	COMPLETED	0	2020-05-03 01:04:24.898	2m 40s	2m 38s	104.5%	807 MB	4.9 GB	1.4 GB	91.3 MB
111	f5/4c82e5	5498	set_proline_exp_design (1)	COMPLETED	0	2020-05-03 01:07:04.623	1.9s	30ms	84.2%	3.3 MB	5.8 MB	48.7 KB	1021 B
112	52/9207a7	5768	run_peptideshaker (1)	COMPLETED	0	2020-05-03 01:07:06.497	1m 36s	1m 35s	179.5%	4.3 GB	28.7 GB	2 GB	807.3 MB
113	f2/939670	8258	run_peptideshaker (2)	COMPLETED	0	2020-05-03 01:08:42.993	1m 33s	1m 31s	181.9%	4.6 GB	28.7 GB	2 GB	801.6 MB
114	23/6f49e8	10631	run_peptideshaker (3)	COMPLETED	0	2020-05-03 01:10:15.798	1m 29s	1m 27s	186.7%	4.3 GB	28.7 GB	1.9 GB	767.7 MB
115	b4/fbbe99	12958	run_peptideshaker (4)	COMPLETED	0	2020-05-03 01:11:44.816	1m 33s	1m 32s	179.7%	3.5 GB	28.7 GB	2 GB	812.5 MB
116	d7/565600	15323	run_peptideshaker (5)	COMPLETED	0	2020-05-03 01:13:18.297	1m 30s	1m 28s	183.8%	3.6 GB	28.7 GB	1.9 GB	767.3 MB
117	51/3823a5	17689	run_peptideshaker (6)	COMPLETED	0	2020-05-03 01:14:48.367	1m 24s	1m 22s	185.7%	3.6 GB	28.7 GB	1.9 GB	766.5 MB
118	c2/b3fa76	19900	run_peptideshaker (7)	COMPLETED	0	2020-05-03 01:16:12.205	1m 32s	1m 30s	184.9%	4.6 GB	28.7 GB	2 GB	809 MB
119	30/d4e47c	22274	run_peptideshaker (8)	COMPLETED	0	2020-05-03 01:17:44.690	1m 28s	1m 26s	187.9%	4.4 GB	28.7 GB	1.9 GB	766.6 MB
120	1e/6e19c9	24570	run_peptideshaker (9)	COMPLETED	0	2020-05-03 01:19:12.616	1m 27s	1m 25s	187.6%	5 GB	28.7 GB	2 GB	812.8 MB
121	42/52a85b	26898	run_peptideshaker (10)	COMPLETED	0	2020-05-03 01:20:39.692	1m 31s	1m 29s	192.9%	4.5 GB	28.7 GB	2 GB	809.4 MB
